,8,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,121
-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')",,"('6', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('8', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('7', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('5', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,
-47,,,,,,,,,,,,,,,,,,,,,,,,,,"('2', '0', '0', '0', '0')",,,,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('5', '2', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('3', '2', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('8', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '2', '0', '0', '0')","('5', '0', '0', '0', '0')",,"('8', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('5', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('6', '2', '0', '0', '0')","('4', '0', '0', '0', '0')","('7', '1', '0', '0', '0')","('6', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('6', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '1', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('2', '1', '0', '0', '0')","('2', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,
-49,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,"('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')",,"('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('9', '2', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '2', '0', '0', '0')","('4', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('7', '3', '0', '0', '0')","('4', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('4', '1', '0', '0', '0')",,"('4', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,"('2', '1', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('7', '0', '0', '0', '0')","('10', '1', '0', '0', '0')","('3', '0', '1', '0', '0')","('10', '1', '0', '0', '0')","('10', '1', '0', '0', '0')","('11', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('13', '2', '0', '0', '0')","('14', '1', '0', '0', '0')","('13', '1', '0', '0', '0')","('11', '0', '0', '0', '0')","('15', '1', '0', '0', '0')","('17', '3', '0', '0', '0')","('13', '1', '0', '0', '0')","('21', '1', '1', '0', '0')","('15', '0', '0', '0', '0')","('19', '3', '1', '0', '0')","('28', '6', '0', '0', '0')","('24', '0', '0', '0', '0')","('21', '1', '2', '0', '0')","('26', '3', '0', '0', '0')","('27', '4', '0', '1', '0')","('21', '0', '0', '0', '0')","('21', '2', '0', '0', '0')","('42', '6', '0', '0', '0')","('27', '7', '1', '0', '0')","('33', '4', '1', '0', '0')","('30', '8', '2', '0', '0')","('37', '8', '1', '0', '0')","('35', '9', '0', '0', '0')","('37', '9', '1', '0', '0')","('29', '5', '1', '0', '0')","('43', '9', '2', '0', '0')","('59', '15', '0', '0', '0')","('53', '11', '0', '0', '0')","('76', '17', '3', '1', '0')","('67', '18', '1', '0', '0')","('40', '17', '2', '0', '0')","('52', '15', '3', '0', '0')","('51', '13', '0', '0', '0')","('49', '16', '3', '0', '0')","('37', '16', '2', '0', '0')","('22', '8', '1', '0', '0')","('39', '16', '0', '0', '0')","('27', '9', '0', '0', '0')","('10', '4', '0', '0', '0')","('8', '3', '0', '0', '0')","('6', '2', '0', '0', '0')",,"('1', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,
-50,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('3', '1', '0', '0', '0')","('1', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('6', '3', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('4', '1', '0', '0', '0')","('3', '2', '0', '0', '0')","('5', '1', '0', '0', '0')","('3', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('8', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('7', '1', '0', '0', '0')","('5', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '3', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('6', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('2', '1', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,"('2', '1', '0', '0', '0')",,,,,,,,,,,"('1', '1', '0', '0', '0')",,,,,,,,,,,,,,,,,,
-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '1', '0', '0', '0')",,,"('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('6', '1', '0', '0', '0')","('7', '3', '0', '0', '0')","('4', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('3', '2', '0', '0', '0')","('6', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '2', '0', '0', '0')","('2', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('4', '2', '0', '0', '0')","('4', '1', '0', '0', '0')","('4', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('5', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('5', '2', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,,,,,"('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,
-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('4', '2', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('6', '1', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('1', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('2', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('7', '3', '0', '0', '0')","('3', '2', '0', '0', '0')","('4', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('5', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('5', '3', '0', '0', '0')","('2', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '3', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-56,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')",,,,,,,"('1', '0', '0', '0', '0')",,"('1', '1', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('3', '1', '0', '0', '0')","('1', '1', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('4', '2', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')",,"('2', '2', '0', '0', '0')","('2', '2', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('3', '1', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('3', '1', '0', '0', '0')","('2', '1', '0', '0', '0')","('3', '2', '0', '0', '0')",,,"('4', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('2', '2', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('3', '1', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,,,,,,"('1', '1', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,
-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,"('1', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('1', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('4', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('4', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('2', '1', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,,,"('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,,"('2', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('6', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('3', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')",,"('3', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,"('1', '1', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,
-6,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')",,,"('2', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '1', '0', '0', '0')","('5', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('13', '1', '0', '0', '0')","('13', '1', '0', '0', '0')","('13', '0', '0', '0', '0')","('15', '2', '0', '0', '0')","('11', '1', '0', '0', '0')","('15', '2', '0', '0', '0')","('22', '2', '0', '0', '0')","('11', '0', '0', '0', '0')","('17', '1', '0', '0', '0')","('11', '1', '0', '0', '0')","('15', '2', '0', '0', '0')","('21', '2', '0', '0', '0')","('29', '5', '0', '0', '0')","('19', '3', '0', '0', '0')","('20', '7', '0', '0', '0')","('17', '0', '1', '0', '0')","('13', '3', '0', '0', '0')","('32', '2', '1', '0', '0')","('28', '4', '0', '0', '0')","('24', '6', '0', '0', '0')","('25', '8', '0', '0', '0')","('29', '6', '1', '0', '0')","('35', '8', '1', '0', '0')","('31', '3', '0', '1', '0')","('37', '9', '1', '0', '0')","('37', '6', '1', '0', '0')","('46', '13', '0', '0', '0')","('36', '12', '0', '0', '0')","('41', '14', '4', '0', '0')","('51', '11', '2', '1', '0')","('40', '11', '1', '0', '0')","('57', '16', '1', '1', '0')","('45', '13', '2', '0', '0')","('53', '14', '2', '0', '0')","('39', '8', '2', '0', '0')","('57', '17', '0', '0', '0')","('53', '12', '3', '0', '0')","('33', '8', '1', '1', '0')","('41', '17', '0', '0', '0')","('24', '5', '1', '0', '0')","('18', '9', '0', '0', '0')","('19', '10', '0', '0', '0')","('8', '6', '0', '0', '0')","('6', '2', '0', '0', '0')","('9', '6', '0', '0', '0')","('3', '2', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,
-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '1', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,"('3', '2', '0', '0', '0')",,"('4', '0', '0', '0', '0')","('2', '2', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('3', '0', '0', '0', '0')","('3', '1', '0', '0', '0')",,,"('2', '0', '0', '0', '0')",,,,,,"('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')",,,"('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '1', '0', '0', '0')",,"('1', '1', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('4', '1', '0', '0', '0')",,"('3', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('3', '1', '1', '0', '0')","('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('2', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,"('1', '1', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')",,"('1', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('1', '1', '0', '0', '0')","('2', '1', '0', '0', '0')",,"('5', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,,,,,,,
